file,pitch_hz,pitch_std,n_syllables,duration_s,snr_estimate,valid
data/audio_xc_val/462611.mp3,393.1651097956494,33.90336479544963,56,38.89487528344671,0.8838849511718961,True
data/audio_xc_val/485507.mp3,187.4158030954919,95.15566444731427,29,20.88,0.8938594345846244,True
data/audio_xc_val/48676.mp3,208.0665066971734,82.36924469000617,14,18.599183673469387,0.8652289473537947,True
data/audio_xc_val/492797.mp3,351.00382303807424,113.43244704233189,114,92.78693877551021,0.6840804737865968,True
data/audio_xc_val/511689.mp3,401.35206684499605,56.744630886735486,13,13.896009070294784,0.7595599491375671,True
data/audio_xc_val/529796.mp3,389.0892979298686,64.00951721546981,38,37.04331065759637,0.7576223527218411,True
data/audio_xc_val/541143.mp3,218.0554333528931,73.61148502047085,44,28.825124716553287,0.9204242428230116,True
data/audio_xc_val/547588.mp3,316.58796267326267,113.92557719288139,184,115.03201814058957,0.9529372053372073,True
data/audio_xc_val/559541.mp3,363.0554509775098,40.64883407665526,313,267.2808163265306,0.9174024525020471,True
data/audio_xc_val/561877.mp3,192.44470755182388,112.50009562475945,90,102.6497052154195,0.7821628643787761,True
data/audio_xc_val/569700.mp3,339.79801241193144,112.20210637397737,71,29.257142857142856,0.8768484846414856,True
data/audio_xc_val/569703.mp3,388.3882946111829,104.37805299435078,32,24.539591836734694,0.827578917024551,True
data/audio_xc_val/571302.mp3,412.0014671078624,40.75310792764889,151,59.8778231292517,0.5731151091842991,True
data/audio_xc_val/626966.mp3,188.03637030446944,118.03430347762719,535,423.1256235827664,0.831735416916142,True
data/audio_xc_val/656200.mp3,379.7979007031121,116.16875492295785,17,14.341224489795918,0.7497446708501541,True
data/audio_xc_val/662356.mp3,328.2363210448618,118.01462946239214,72,42.67324263038549,0.7572920320998381,True
data/audio_xc_val/664084.mp3,366.35035085798035,68.91623015477924,158,77.29201814058958,0.64425434895886,True
data/audio_xc_val/690032.mp3,415.15474640774704,30.833741906940475,67,40.57823129251701,0.7529311589435601,True
data/audio_xc_val/690783.mp3,363.785723220293,107.20413029988092,91,83.06367346938775,0.7939867391359212,True
data/audio_xc_val/716295.mp3,184.74353810830044,92.25852156065176,131,51.63746031746032,0.6426821037327183,True
data/audio_xc_val/716978.mp3,337.72540973044033,123.7516026919331,176,161.82,0.7681556416771349,True
data/audio_xc_val/725384.mp3,161.58633849971994,94.88253990293425,432,303.7570068027211,0.7874479275053405,True
data/audio_xc_val/725396.mp3,264.5232829199087,110.26522601341573,550,360.5409977324263,0.6575163699662777,True
data/audio_xc_val/726245.mp3,362.0203960109051,96.57789669853295,21,27.19297052154195,0.9355903546724174,True
data/audio_xc_val/735637.mp3,135.1007313099552,31.877702341073515,4,12.921904761904761,0.9191751597379019,True
data/audio_xc_val/747105.mp3,170.15737247201966,22.07894017602194,110,105.37845804988662,0.9630373598344786,True
data/audio_xc_val/747109.mp3,150.6504300728576,25.53257870255288,528,330.91909297052155,0.9757237785425007,True
data/audio_xc_val/77498.mp3,392.1520435762158,40.698748939871166,151,89.63419501133787,0.5762369406592938,True
data/audio_xc_val/780919.mp3,129.48929775806454,27.303136046822313,30,15.289251700680271,0.8879308408273163,True
data/audio_xc_val/842895.mp3,164.28936429000265,137.68279882971788,51,32.720181405895694,0.6096195772099797,True
data/audio_xc_val/919036.mp3,209.3207999982936,106.19617807631009,1764,887.4008616780045,0.6871928128159319,True
data/audio_xc_val/920599.mp3,205.43046763780808,123.97633674782907,205,152.20367346938775,0.7003211786794465,True
data/audio_xc_val/920601.mp3,154.5202316796721,41.1767717509225,65,25.5918820861678,0.8659783566655352,True
data/audio_xc_val/948114.mp3,382.92983979370115,97.15271266450335,17,32.16,0.9457558519772283,True
data/audio_xc_val/948115.mp3,367.51039311925206,95.36500083041501,58,26.54403628117914,0.9572803787617001,True
data/audio_xc_val/961403.mp3,323.8676092335094,67.84780136493224,616,317.52,0.7417183230871213,True
data/audio_xc_val/961404.mp3,290.0752938245936,101.1575480701006,409,188.67600907029478,0.7704195066634355,True
data/audio_xc_val/96280.mp3,281.4403578058713,91.1865587557928,151,50.24798185941043,0.5585482509169863,True
data/audio_xc_val/976827.mp3,208.14599409666644,127.6683165841578,143,132.2606349206349,0.7181191155941761,True
